date,close,eps,pe ,revenue,symbol
1/2/2018 16:00,11.12,0.66,16.84848485,494.8,AQN
1/3/2018 16:00,10.78,0.66,16.33333333,494.8,AQN
1/4/2018 16:00,10.66,0.66,16.15151515,494.8,AQN
1/5/2018 16:00,10.87,0.66,16.46969697,494.8,AQN
1/8/2018 16:00,10.89,0.66,16.5,494.8,AQN
1/9/2018 16:00,10.76,0.66,16.3030303,494.8,AQN
1/10/2018 16:00,10.66,0.66,16.15151515,494.8,AQN
1/11/2018 16:00,10.6,0.66,16.06060606,494.8,AQN
1/12/2018 16:00,10.58,0.66,16.03030303,494.8,AQN
1/16/2018 16:00,10.66,0.66,16.15151515,494.8,AQN
1/17/2018 16:00,10.9,0.66,16.51515152,494.8,AQN
1/18/2018 16:00,11.06,0.66,16.75757576,494.8,AQN
1/19/2018 16:00,11.01,0.66,16.68181818,494.8,AQN
1/22/2018 16:00,11,0.66,16.66666667,494.8,AQN
1/23/2018 16:00,11.04,0.66,16.72727273,494.8,AQN
1/24/2018 16:00,11.04,0.66,16.72727273,494.8,AQN
1/25/2018 16:00,10.98,0.66,16.63636364,494.8,AQN
1/26/2018 16:00,11.01,0.66,16.68181818,494.8,AQN
1/29/2018 16:00,10.86,0.66,16.45454545,494.8,AQN
1/30/2018 16:00,10.78,0.66,16.33333333,494.8,AQN
1/31/2018 16:00,10.85,0.66,16.43939394,494.8,AQN
2/1/2018 16:00,10.66,0.66,16.15151515,494.8,AQN
2/2/2018 16:00,10.43,0.66,15.8030303,494.8,AQN
2/5/2018 16:00,10.25,0.66,15.53030303,494.8,AQN
2/6/2018 16:00,10.27,0.66,15.56060606,494.8,AQN
2/7/2018 16:00,10.27,0.66,15.56060606,494.8,AQN
2/8/2018 16:00,10.1,0.66,15.3030303,494.8,AQN
2/9/2018 16:00,10.22,0.66,15.48484848,494.8,AQN
2/12/2018 16:00,10.2,0.66,15.45454545,494.8,AQN
2/13/2018 16:00,10.06,0.66,15.24242424,494.8,AQN
2/14/2018 16:00,10.09,0.66,15.28787879,494.8,AQN
2/15/2018 16:00,10.23,0.66,15.5,494.8,AQN
2/16/2018 16:00,10.27,0.66,15.56060606,494.8,AQN
2/20/2018 16:00,10.1,0.66,15.3030303,494.8,AQN
2/21/2018 16:00,9.93,0.66,15.04545455,494.8,AQN
2/22/2018 16:00,9.92,0.66,15.03030303,494.8,AQN
2/23/2018 16:00,10.1,0.66,15.3030303,494.8,AQN
2/26/2018 16:00,10.12,0.66,15.33333333,494.8,AQN
2/27/2018 16:00,9.99,0.66,15.13636364,494.8,AQN
2/28/2018 16:00,9.87,0.66,14.95454545,494.8,AQN
3/1/2018 16:00,9.85,0.66,14.92424242,494.8,AQN
3/2/2018 16:00,9.91,0.66,15.01515152,494.8,AQN
3/5/2018 16:00,9.75,0.66,14.77272727,494.8,AQN
3/6/2018 16:00,9.85,0.66,14.92424242,494.8,AQN
3/7/2018 16:00,10.02,0.66,15.18181818,494.8,AQN
3/8/2018 16:00,10.05,0.66,15.22727273,494.8,AQN
3/9/2018 16:00,10.17,0.66,15.40909091,494.8,AQN
3/12/2018 16:00,10.15,0.66,15.37878788,494.8,AQN
3/13/2018 16:00,9.96,0.66,15.09090909,494.8,AQN
3/14/2018 16:00,9.95,0.66,15.07575758,494.8,AQN
3/15/2018 16:00,9.83,0.66,14.89393939,494.8,AQN
3/16/2018 16:00,9.89,0.66,14.98484848,494.8,AQN
3/19/2018 16:00,9.82,0.66,14.87878788,494.8,AQN
3/20/2018 16:00,9.94,0.66,15.06060606,494.8,AQN
3/21/2018 16:00,9.97,0.66,15.10606061,494.8,AQN
3/22/2018 16:00,10.05,0.66,15.22727273,494.8,AQN
3/23/2018 16:00,10.01,0.66,15.16666667,494.8,AQN
3/26/2018 16:00,9.91,0.66,15.01515152,494.8,AQN
3/27/2018 16:00,9.94,0.66,15.06060606,494.8,AQN
3/28/2018 16:00,9.9,0.66,15,494.8,AQN
3/29/2018 16:00,9.92,0.66,15.03030303,494.8,AQN
4/2/2018 16:00,9.93,0.66,15.04545455,366.2,AQN
4/3/2018 16:00,10.01,0.66,15.16666667,366.2,AQN
4/4/2018 16:00,10.03,0.66,15.1969697,366.2,AQN
4/5/2018 16:00,9.99,0.66,15.13636364,366.2,AQN
4/6/2018 16:00,9.91,0.66,15.01515152,366.2,AQN
4/9/2018 16:00,9.97,0.66,15.10606061,366.2,AQN
4/10/2018 16:00,9.93,0.66,15.04545455,366.2,AQN
