date,close,eps,pe,revenue,symbol
1/2/2018 16:00,127.58,7.74,16.48320413,36000,CVX
1/3/2018 16:00,128.51,7.74,16.60335917,36000,CVX
1/4/2018 16:00,128.11,7.74,16.55167959,36000,CVX
1/5/2018 16:00,127.9,7.74,16.5245478,36000,CVX
1/8/2018 16:00,128.53,7.74,16.60594315,36000,CVX
1/9/2018 16:00,127.84,7.74,16.51679587,36000,CVX
1/10/2018 16:00,128.66,7.74,16.62273902,36000,CVX
1/11/2018 16:00,132.57,7.74,17.12790698,36000,CVX
1/12/2018 16:00,133.6,7.74,17.26098191,36000,CVX
1/16/2018 16:00,132.01,7.74,17.05555556,36000,CVX
1/17/2018 16:00,132.36,7.74,17.10077519,36000,CVX
1/18/2018 16:00,131.59,7.74,17.00129199,36000,CVX
1/19/2018 16:00,131.3,7.74,16.96382429,36000,CVX
1/22/2018 16:00,132.56,7.74,17.12661499,36000,CVX
1/23/2018 16:00,131.02,7.74,16.92764858,36000,CVX
1/24/2018 16:00,131.39,7.74,16.9754522,36000,CVX
1/25/2018 16:00,130.65,7.74,16.87984496,36000,CVX
1/26/2018 16:00,131.19,7.74,16.9496124,36000,CVX
1/29/2018 16:00,128.48,7.74,16.5994832,36000,CVX
1/30/2018 16:00,125.23,7.74,16.17958656,36000,CVX
1/31/2018 16:00,125.35,7.74,16.19509044,36000,CVX
2/1/2018 16:00,125.57,7.74,16.22351421,36000,CVX
2/2/2018 16:00,118.58,7.74,15.32041344,36000,CVX
2/5/2018 16:00,112.62,7.74,14.5503876,36000,CVX
2/6/2018 16:00,117.18,7.74,15.13953488,36000,CVX
2/7/2018 16:00,115.29,7.74,14.89534884,36000,CVX
2/8/2018 16:00,112.3,7.74,14.50904393,36000,CVX
2/9/2018 16:00,113.5,7.74,14.66408269,36000,CVX
2/12/2018 16:00,113.98,7.74,14.72609819,36000,CVX
2/13/2018 16:00,113.29,7.74,14.6369509,36000,CVX
2/14/2018 16:00,113.63,7.74,14.68087855,36000,CVX
2/15/2018 16:00,112.53,7.74,14.53875969,36000,CVX
2/16/2018 16:00,112.14,7.74,14.48837209,36000,CVX
2/20/2018 16:00,110.98,7.74,14.33850129,36000,CVX
2/21/2018 16:00,109.06,7.74,14.09043928,36000,CVX
2/22/2018 16:00,109.89,7.74,14.19767442,36000,CVX
2/23/2018 16:00,112.59,7.74,14.54651163,36000,CVX
2/26/2018 16:00,114.6,7.74,14.80620155,36000,CVX
2/27/2018 16:00,113.61,7.74,14.67829457,36000,CVX
2/28/2018 16:00,111.92,7.74,14.45994832,36000,CVX
3/1/2018 16:00,112.04,7.74,14.4754522,36000,CVX
3/2/2018 16:00,111.64,7.74,14.42377261,36000,CVX
3/5/2018 16:00,113.15,7.74,14.61886305,36000,CVX
3/6/2018 16:00,113.65,7.74,14.68346253,36000,CVX
3/7/2018 16:00,113.84,7.74,14.70801034,36000,CVX
3/8/2018 16:00,113.35,7.74,14.64470284,36000,CVX
3/9/2018 16:00,117.22,7.74,15.14470284,36000,CVX
3/12/2018 16:00,116.79,7.74,15.08914729,36000,CVX
3/13/2018 16:00,116.46,7.74,15.04651163,36000,CVX
3/14/2018 16:00,115.13,7.74,14.874677,36000,CVX
3/15/2018 16:00,115.58,7.74,14.93281654,36000,CVX
3/16/2018 16:00,115.4,7.74,14.90956072,36000,CVX
3/19/2018 16:00,113.89,7.74,14.71447028,36000,CVX
3/20/2018 16:00,114.5,7.74,14.79328165,36000,CVX
3/21/2018 16:00,117.04,7.74,15.12144703,36000,CVX
3/22/2018 16:00,113.7,7.74,14.68992248,36000,CVX
3/23/2018 16:00,112.98,7.74,14.59689922,36000,CVX
3/26/2018 16:00,115.35,7.74,14.90310078,36000,CVX
3/27/2018 16:00,114.66,7.74,14.81395349,36000,CVX
3/28/2018 16:00,112.1,7.74,14.48320413,36000,CVX
3/29/2018 16:00,114.04,7.74,14.73385013,36000,CVX
4/2/2018 16:00,112.24,7.74,14.50129199,40000,CVX
4/3/2018 16:00,114.83,7.74,14.83591731,40000,CVX
4/4/2018 16:00,114.48,7.74,14.79069767,40000,CVX
4/5/2018 16:00,117.29,7.74,15.15374677,40000,CVX
4/6/2018 16:00,114.76,7.74,14.82687339,40000,CVX
4/9/2018 16:00,115.98,7.74,14.98449612,40000,CVX
4/10/2018 16:00,118.85,7.74,15.35529716,40000,CVX
4/11/2018 16:00,119.25,7.74,15.40697674,40000,CVX
4/12/2018 16:00,119.23,7.74,15.40439276,40000,CVX
4/13/2018 16:00,119.92,7.74,15.49354005,40000,CVX
4/16/2018 16:00,120.7,7.74,15.59431525,40000,CVX
4/17/2018 16:00,121.46,7.74,15.69250646,40000,CVX
4/18/2018 16:00,123.82,7.74,15.99741602,40000,CVX
4/19/2018 16:00,123.71,7.74,15.98320413,40000,CVX
4/20/2018 16:00,122.31,7.74,15.80232558,40000,CVX
4/23/2018 16:00,123.58,7.74,15.96640827,40000,CVX
4/24/2018 16:00,122.54,7.74,15.83204134,40000,CVX
4/25/2018 16:00,122.72,7.74,15.85529716,40000,CVX
4/26/2018 16:00,124.22,7.74,16.04909561,40000,CVX
4/27/2018 16:00,126.62,7.74,16.35917313,40000,CVX
4/30/2018 16:00,125.11,7.74,16.16408269,40000,CVX
5/1/2018 16:00,124.86,7.74,16.13178295,40000,CVX
5/2/2018 16:00,125.49,7.74,16.21317829,40000,CVX
5/3/2018 16:00,126.01,7.74,16.28036176,40000,CVX
5/4/2018 16:00,125.53,7.74,16.21834625,40000,CVX
5/7/2018 16:00,124.94,7.74,16.14211886,40000,CVX
5/8/2018 16:00,126.57,7.74,16.35271318,40000,CVX
5/9/2018 16:00,128.72,7.74,16.63049096,40000,CVX
5/10/2018 16:00,128.82,7.74,16.64341085,40000,CVX
5/11/2018 16:00,129.84,7.74,16.7751938,40000,CVX
5/14/2018 16:00,130.39,7.74,16.84625323,40000,CVX
5/15/2018 16:00,129.74,7.74,16.7622739,40000,CVX
5/16/2018 16:00,129.56,7.74,16.73901809,40000,CVX
5/17/2018 16:00,129.46,7.74,16.72609819,40000,CVX
5/18/2018 16:00,127.86,7.74,16.51937984,40000,CVX
5/21/2018 16:00,129.37,7.74,16.71447028,40000,CVX
5/22/2018 16:00,128.23,7.74,16.56718346,40000,CVX
5/23/2018 16:00,128.7,7.74,16.62790698,40000,CVX
5/24/2018 16:00,126.61,7.74,16.35788114,40000,CVX
5/25/2018 16:00,122.19,7.74,15.78682171,40000,CVX
5/29/2018 16:00,121.39,7.74,15.68346253,40000,CVX
5/30/2018 16:00,125.16,7.74,16.17054264,40000,CVX
5/31/2018 16:00,124.3,7.74,16.05943152,40000,CVX
6/1/2018 16:00,123.85,7.74,16.00129199,40000,CVX
6/4/2018 16:00,122.26,7.74,15.79586563,40000,CVX
6/5/2018 16:00,122.73,7.74,15.85658915,40000,CVX
6/6/2018 16:00,123.38,7.74,15.94056848,40000,CVX
6/7/2018 16:00,126.96,7.74,16.40310078,40000,CVX
6/8/2018 16:00,126.44,7.74,16.33591731,40000,CVX
6/11/2018 16:00,127.56,7.74,16.48062016,40000,CVX
6/12/2018 16:00,127.08,7.74,16.41860465,40000,CVX
6/13/2018 16:00,127.07,7.74,16.41731266,40000,CVX
6/14/2018 16:00,126.51,7.74,16.34496124,40000,CVX
6/15/2018 16:00,124.04,7.74,16.02583979,40000,CVX
6/18/2018 16:00,125.97,7.74,16.2751938,40000,CVX
6/19/2018 16:00,125.54,7.74,16.21963824,40000,CVX
6/20/2018 16:00,125.29,7.74,16.1873385,40000,CVX
6/21/2018 16:00,122.59,7.74,15.83850129,40000,CVX
6/22/2018 16:00,125.1,7.74,16.1627907,40000,CVX
6/25/2018 16:00,122.61,7.74,15.84108527,40000,CVX
6/26/2018 16:00,124.16,7.74,16.04134367,40000,CVX
6/27/2018 16:00,126,7.74,16.27906977,40000,CVX
6/28/2018 16:00,125.66,7.74,16.23514212,40000,CVX
6/29/2018 16:00,126.43,7.74,16.33462532,40000,CVX
7/2/2018 16:00,124.25,7.74,16.05297158,42000,CVX
7/3/2018 13:00,124.73,7.74,16.11498708,42000,CVX
7/5/2018 16:00,123.98,7.74,16.01808786,42000,CVX
7/6/2018 16:00,124.14,7.74,16.03875969,42000,CVX
7/9/2018 16:00,125.99,7.74,16.27777778,42000,CVX
7/10/2018 16:00,127.59,7.74,16.48449612,42000,CVX
7/11/2018 16:00,123.52,7.74,15.95865633,42000,CVX
7/12/2018 16:00,124.26,7.74,16.05426357,42000,CVX
7/13/2018 16:00,124.04,7.74,16.02583979,42000,CVX
7/16/2018 16:00,122.98,7.74,15.88888889,42000,CVX
7/17/2018 16:00,121.91,7.74,15.75064599,42000,CVX
7/18/2018 16:00,121.53,7.74,15.70155039,42000,CVX
7/19/2018 16:00,121.67,7.74,15.71963824,42000,CVX
7/20/2018 16:00,122.27,7.74,15.79715762,42000,CVX
7/23/2018 16:00,121.33,7.74,15.67571059,42000,CVX
7/24/2018 16:00,123.85,7.74,16.00129199,42000,CVX
7/25/2018 16:00,124.9,7.74,16.1369509,42000,CVX
7/26/2018 16:00,123.95,7.74,16.01421189,42000,CVX
7/27/2018 16:00,125.97,7.74,16.2751938,42000,CVX
7/30/2018 16:00,127.83,7.74,16.51550388,42000,CVX
7/31/2018 16:00,126.27,7.74,16.31395349,42000,CVX
8/1/2018 16:00,125.39,7.74,16.2002584,42000,CVX
8/2/2018 16:00,123.76,7.74,15.98966408,42000,CVX
8/3/2018 16:00,124.05,7.74,16.02713178,42000,CVX
8/6/2018 16:00,124.3,7.74,16.05943152,42000,CVX
8/7/2018 16:00,125.18,7.74,16.17312661,42000,CVX
8/8/2018 16:00,123.88,7.74,16.00516796,42000,CVX
8/9/2018 16:00,122.53,7.74,15.83074935,42000,CVX
