date,close,eps,pe,revenue,symbol
1/2/2018 16:00,70.43,1.36,51.78676471,567.3,FSLR
1/3/2018 16:00,69.8,1.36,51.32352941,567.3,FSLR
1/4/2018 16:00,69.14,1.36,50.83823529,567.3,FSLR
1/5/2018 16:00,69.17,1.36,50.86029412,567.3,FSLR
1/8/2018 16:00,69.62,1.36,51.19117647,567.3,FSLR
1/9/2018 16:00,70.02,1.36,51.48529412,567.3,FSLR
1/10/2018 16:00,69.64,1.36,51.20588235,567.3,FSLR
1/11/2018 16:00,76.27,1.36,56.08088235,567.3,FSLR
1/12/2018 16:00,73.41,1.36,53.97794118,567.3,FSLR
1/16/2018 16:00,71.22,1.36,52.36764706,567.3,FSLR
1/17/2018 16:00,72,1.36,52.94117647,567.3,FSLR
1/18/2018 16:00,71.09,1.36,52.27205882,567.3,FSLR
1/19/2018 16:00,70.03,1.36,51.49264706,567.3,FSLR
1/22/2018 16:00,68.96,1.36,50.70588235,567.3,FSLR
1/23/2018 16:00,68.48,1.36,50.35294118,567.3,FSLR
1/24/2018 16:00,68.98,1.36,50.72058824,567.3,FSLR
1/25/2018 16:00,70.44,1.36,51.79411765,567.3,FSLR
1/26/2018 16:00,70.56,1.36,51.88235294,567.3,FSLR
1/29/2018 16:00,68.35,1.36,50.25735294,567.3,FSLR
1/30/2018 16:00,67.09,1.36,49.33088235,567.3,FSLR
1/31/2018 16:00,67.17,1.36,49.38970588,567.3,FSLR
2/1/2018 16:00,67.55,1.36,49.66911765,567.3,FSLR
2/2/2018 16:00,66.44,1.36,48.85294118,567.3,FSLR
2/5/2018 16:00,63.5,1.36,46.69117647,567.3,FSLR
2/6/2018 16:00,63.48,1.36,46.67647059,567.3,FSLR
2/7/2018 16:00,62.94,1.36,46.27941176,567.3,FSLR
2/8/2018 16:00,60.69,1.36,44.625,567.3,FSLR
2/9/2018 16:00,61.22,1.36,45.01470588,567.3,FSLR
2/12/2018 16:00,62.52,1.36,45.97058824,567.3,FSLR
2/13/2018 16:00,64.22,1.36,47.22058824,567.3,FSLR
2/14/2018 16:00,65.24,1.36,47.97058824,567.3,FSLR
2/15/2018 16:00,65.82,1.36,48.39705882,567.3,FSLR
2/16/2018 16:00,65.85,1.36,48.41911765,567.3,FSLR
2/20/2018 16:00,66.58,1.36,48.95588235,567.3,FSLR
2/21/2018 16:00,66.7,1.36,49.04411765,567.3,FSLR
2/22/2018 16:00,66.28,1.36,48.73529412,567.3,FSLR
2/23/2018 16:00,61.79,1.36,45.43382353,567.3,FSLR
2/26/2018 16:00,65.1,1.36,47.86764706,567.3,FSLR
2/27/2018 16:00,63.48,1.36,46.67647059,567.3,FSLR
2/28/2018 16:00,62.85,1.36,46.21323529,567.3,FSLR
3/1/2018 16:00,62.09,1.36,45.65441176,567.3,FSLR
3/2/2018 16:00,64.33,1.36,47.30147059,567.3,FSLR
3/5/2018 16:00,66.05,1.36,48.56617647,567.3,FSLR
3/6/2018 16:00,67.45,1.36,49.59558824,567.3,FSLR
3/7/2018 16:00,67.95,1.36,49.96323529,567.3,FSLR
3/8/2018 16:00,67.69,1.36,49.77205882,567.3,FSLR
3/9/2018 16:00,67.9,1.36,49.92647059,567.3,FSLR
3/12/2018 16:00,70.05,1.36,51.50735294,567.3,FSLR
3/13/2018 16:00,69.15,1.36,50.84558824,567.3,FSLR
3/14/2018 16:00,69.52,1.36,51.11764706,567.3,FSLR
3/15/2018 16:00,68.74,1.36,50.54411765,567.3,FSLR
3/16/2018 16:00,69.87,1.36,51.375,567.3,FSLR
3/19/2018 16:00,71.26,1.36,52.39705882,567.3,FSLR
3/20/2018 16:00,73,1.36,53.67647059,567.3,FSLR
3/21/2018 16:00,73.87,1.36,54.31617647,567.3,FSLR
3/22/2018 16:00,72.09,1.36,53.00735294,567.3,FSLR
3/23/2018 16:00,70.65,1.36,51.94852941,567.3,FSLR
3/26/2018 16:00,74.02,1.36,54.42647059,567.3,FSLR
3/27/2018 16:00,71.51,1.36,52.58088235,567.3,FSLR
3/28/2018 16:00,69.32,1.36,50.97058824,567.3,FSLR
3/29/2018 16:00,70.98,1.36,52.19117647,567.3,FSLR
4/2/2018 16:00,69.39,1.36,51.02205882,309.3,FSLR
4/3/2018 16:00,69.76,1.36,51.29411765,309.3,FSLR
4/4/2018 16:00,70.19,1.36,51.61029412,309.3,FSLR
4/5/2018 16:00,71.64,1.36,52.67647059,309.3,FSLR
4/6/2018 16:00,69.7,1.36,51.25,309.3,FSLR
4/9/2018 16:00,70.85,1.36,52.09558824,309.3,FSLR
4/10/2018 16:00,70.79,1.36,52.05147059,309.3,FSLR
4/11/2018 16:00,71.25,1.36,52.38970588,309.3,FSLR
4/12/2018 16:00,71.23,1.36,52.375,309.3,FSLR
4/13/2018 16:00,70.68,1.36,51.97058824,309.3,FSLR
4/16/2018 16:00,70.12,1.36,51.55882353,309.3,FSLR
4/17/2018 16:00,72.68,1.36,53.44117647,309.3,FSLR
4/18/2018 16:00,77.58,1.36,57.04411765,309.3,FSLR
4/19/2018 16:00,76.96,1.36,56.58823529,309.3,FSLR
4/20/2018 16:00,75.51,1.36,55.52205882,309.3,FSLR
4/23/2018 16:00,74.37,1.36,54.68382353,309.3,FSLR
4/24/2018 16:00,74.07,1.36,54.46323529,309.3,FSLR
4/25/2018 16:00,73.58,1.36,54.10294118,309.3,FSLR
4/26/2018 16:00,75.08,1.36,55.20588235,309.3,FSLR
4/27/2018 16:00,77.95,1.36,57.31617647,309.3,FSLR
4/30/2018 16:00,70.91,1.36,52.13970588,309.3,FSLR
5/1/2018 16:00,67.51,1.36,49.63970588,309.3,FSLR
5/2/2018 16:00,68.02,1.36,50.01470588,309.3,FSLR
5/3/2018 16:00,65.98,1.36,48.51470588,309.3,FSLR
5/4/2018 16:00,66.37,1.36,48.80147059,309.3,FSLR
5/7/2018 16:00,67.15,1.36,49.375,309.3,FSLR
5/8/2018 16:00,67.26,1.36,49.45588235,309.3,FSLR
5/9/2018 16:00,69.43,1.36,51.05147059,309.3,FSLR
5/10/2018 16:00,73.01,1.36,53.68382353,309.3,FSLR
5/11/2018 16:00,72.78,1.36,53.51470588,309.3,FSLR
5/14/2018 16:00,73.54,1.36,54.07352941,309.3,FSLR
5/15/2018 16:00,73.44,1.36,54,309.3,FSLR
5/16/2018 16:00,72.77,1.36,53.50735294,309.3,FSLR
5/17/2018 16:00,71.39,1.36,52.49264706,309.3,FSLR
5/18/2018 16:00,70,1.36,51.47058824,309.3,FSLR
5/21/2018 16:00,70.92,1.36,52.14705882,309.3,FSLR
5/22/2018 16:00,69.99,1.36,51.46323529,309.3,FSLR
5/23/2018 16:00,68.42,1.36,50.30882353,309.3,FSLR
5/24/2018 16:00,68.37,1.36,50.27205882,309.3,FSLR
5/25/2018 16:00,68.25,1.36,50.18382353,309.3,FSLR
5/29/2018 16:00,69.21,1.36,50.88970588,309.3,FSLR
5/30/2018 16:00,69.04,1.36,50.76470588,309.3,FSLR
5/31/2018 16:00,67.61,1.36,49.71323529,309.3,FSLR
6/1/2018 16:00,65.93,1.36,48.47794118,309.3,FSLR
6/4/2018 16:00,61.74,1.36,45.39705882,309.3,FSLR
6/5/2018 16:00,58.24,1.36,42.82352941,309.3,FSLR
6/6/2018 16:00,55.53,1.36,40.83088235,309.3,FSLR
6/7/2018 16:00,53.28,1.36,39.17647059,309.3,FSLR
6/8/2018 16:00,52.67,1.36,38.72794118,309.3,FSLR
6/11/2018 16:00,51.82,1.36,38.10294118,309.3,FSLR
