date,close,eps,revenue,symbol
1/2/2018 16:00,85.03,4.88,68211,XOM
1/3/2018 16:00,86.7,4.88,68211,XOM
1/4/2018 16:00,86.82,4.88,68211,XOM
1/5/2018 16:00,86.75,4.88,68211,XOM
1/8/2018 16:00,87.14,4.88,68211,XOM
1/9/2018 16:00,86.77,4.88,68211,XOM
1/10/2018 16:00,86.08,4.88,68211,XOM
1/11/2018 16:00,86.93,4.88,68211,XOM
1/12/2018 16:00,87.52,4.88,68211,XOM
1/16/2018 16:00,86.97,4.88,68211,XOM
1/17/2018 16:00,88,4.88,68211,XOM
1/18/2018 16:00,87.43,4.88,68211,XOM
1/19/2018 16:00,87.15,4.88,68211,XOM
1/22/2018 16:00,88.25,4.88,68211,XOM
1/23/2018 16:00,88.3,4.88,68211,XOM
1/24/2018 16:00,88.53,4.88,68211,XOM
1/25/2018 16:00,88.37,4.88,68211,XOM
1/26/2018 16:00,89,4.88,68211,XOM
1/29/2018 16:00,88.01,4.88,68211,XOM
1/30/2018 16:00,86.78,4.88,68211,XOM
1/31/2018 16:00,87.3,4.88,68211,XOM
2/1/2018 16:00,89.07,4.88,68211,XOM
2/2/2018 16:00,84.53,4.88,68211,XOM
2/5/2018 16:00,79.72,4.88,68211,XOM
2/6/2018 16:00,78.35,4.88,68211,XOM
2/7/2018 16:00,76.94,4.88,68211,XOM
2/8/2018 16:00,76.07,4.88,68211,XOM
2/9/2018 16:00,75.78,4.88,68211,XOM
2/12/2018 16:00,76.42,4.88,68211,XOM
2/13/2018 16:00,76.3,4.88,68211,XOM
2/14/2018 16:00,76.46,4.88,68211,XOM
2/15/2018 16:00,76.21,4.88,68211,XOM
2/16/2018 16:00,76.54,4.88,68211,XOM
2/20/2018 16:00,75.75,4.88,68211,XOM
2/21/2018 16:00,74.89,4.88,68211,XOM
2/22/2018 16:00,75.86,4.88,68211,XOM
2/23/2018 16:00,77.53,4.88,68211,XOM
2/26/2018 16:00,78.84,4.88,68211,XOM
2/27/2018 16:00,77.5,4.88,68211,XOM
2/28/2018 16:00,75.74,4.88,68211,XOM
3/1/2018 16:00,75.2,4.88,68211,XOM
3/2/2018 16:00,75.55,4.88,68211,XOM
3/5/2018 16:00,76.27,4.88,68211,XOM
3/6/2018 16:00,76.18,4.88,68211,XOM
3/7/2018 16:00,74.26,4.88,68211,XOM
3/8/2018 16:00,74.12,4.88,68211,XOM
3/9/2018 16:00,74.56,4.88,68211,XOM
3/12/2018 16:00,75.24,4.88,68211,XOM
3/13/2018 16:00,74.53,4.88,68211,XOM
3/14/2018 16:00,73.6,4.88,68211,XOM
3/15/2018 16:00,74.42,4.88,68211,XOM
3/16/2018 16:00,75.12,4.88,68211,XOM
3/19/2018 16:00,74.15,4.88,68211,XOM
3/20/2018 16:00,73.99,4.88,68211,XOM
3/21/2018 16:00,75.04,4.88,68211,XOM
3/22/2018 16:00,73.5,4.88,68211,XOM
3/23/2018 16:00,72.89,4.88,68211,XOM
3/26/2018 16:00,74,4.88,68211,XOM
3/27/2018 16:00,73.7,4.88,68211,XOM
3/28/2018 16:00,72.81,4.88,68211,XOM
3/29/2018 16:00,74.61,4.88,68211,XOM
4/2/2018 16:00,73.22,4.88,73501,XOM
4/3/2018 16:00,75.02,4.88,73501,XOM
4/4/2018 16:00,74.87,4.88,73501,XOM
4/5/2018 16:00,76.02,4.88,73501,XOM
4/6/2018 16:00,74.87,4.88,73501,XOM
4/9/2018 16:00,74.87,4.88,73501,XOM
4/10/2018 16:00,77.07,4.88,73501,XOM
4/11/2018 16:00,77.43,4.88,73501,XOM
4/12/2018 16:00,77.22,4.88,73501,XOM
4/13/2018 16:00,77.84,4.88,73501,XOM
4/16/2018 16:00,78.54,4.88,73501,XOM
4/17/2018 16:00,78.33,4.88,73501,XOM
4/18/2018 16:00,79.22,4.88,73501,XOM
4/19/2018 16:00,79.42,4.88,73501,XOM
4/20/2018 16:00,79,4.88,73501,XOM
4/23/2018 16:00,79.57,4.88,73501,XOM
4/24/2018 16:00,78.35,4.88,73501,XOM
4/25/2018 16:00,79.5,4.88,73501,XOM
4/26/2018 16:00,80.86,4.88,73501,XOM
4/27/2018 16:00,77.79,4.88,73501,XOM
4/30/2018 16:00,77.75,4.88,73501,XOM
5/1/2018 16:00,76.95,4.88,73501,XOM
5/2/2018 16:00,76.8,4.88,73501,XOM
5/3/2018 16:00,76.54,4.88,73501,XOM
5/4/2018 16:00,76.9,4.88,73501,XOM
5/7/2018 16:00,77.74,4.88,73501,XOM
5/8/2018 16:00,78.09,4.88,73501,XOM
5/9/2018 16:00,79.93,4.88,73501,XOM
5/10/2018 16:00,81.72,4.88,73501,XOM
5/11/2018 16:00,81.28,4.88,73501,XOM
5/14/2018 16:00,81.83,4.88,73501,XOM
5/15/2018 16:00,81.79,4.88,73501,XOM
5/16/2018 16:00,82.02,4.88,73501,XOM
5/17/2018 16:00,81.88,4.88,73501,XOM
5/18/2018 16:00,81.3,4.88,73501,XOM
5/21/2018 16:00,82.28,4.88,73501,XOM
5/22/2018 16:00,81.64,4.88,73501,XOM
5/23/2018 16:00,82.15,4.88,73501,XOM
5/24/2018 16:00,80.27,4.88,73501,XOM
5/25/2018 16:00,78.71,4.88,73501,XOM
5/29/2018 16:00,78.42,4.88,73501,XOM
