date,close,eps,revenue,pe,symbol
1/2/2018 16:00,38.05,2.69,209.9,14.14498141,SEDG
1/3/2018 16:00,39.05,2.69,209.9,14.51672862,SEDG
1/4/2018 16:00,37.35,2.69,209.9,13.88475836,SEDG
1/5/2018 16:00,37.9,2.69,209.9,14.08921933,SEDG
1/8/2018 16:00,38.35,2.69,209.9,14.25650558,SEDG
1/9/2018 16:00,37.2,2.69,209.9,13.82899628,SEDG
1/10/2018 16:00,36.6,2.69,209.9,13.60594796,SEDG
1/11/2018 16:00,37.5,2.69,209.9,13.94052045,SEDG
1/12/2018 16:00,36.3,2.69,209.9,13.49442379,SEDG
1/16/2018 16:00,35.65,2.69,209.9,13.2527881,SEDG
1/17/2018 16:00,36.5,2.69,209.9,13.56877323,SEDG
1/18/2018 16:00,35.7,2.69,209.9,13.27137546,SEDG
1/19/2018 16:00,35.2,2.69,209.9,13.08550186,SEDG
1/22/2018 16:00,34.75,2.69,209.9,12.91821561,SEDG
1/23/2018 16:00,35.65,2.69,209.9,13.2527881,SEDG
1/24/2018 16:00,35.3,2.69,209.9,13.12267658,SEDG
1/25/2018 16:00,36.4,2.69,209.9,13.53159851,SEDG
1/26/2018 16:00,36.75,2.69,209.9,13.66171004,SEDG
1/29/2018 16:00,37.1,2.69,209.9,13.79182156,SEDG
1/30/2018 16:00,35.65,2.69,209.9,13.2527881,SEDG
1/31/2018 16:00,35.9,2.69,209.9,13.34572491,SEDG
2/1/2018 16:00,35.4,2.69,209.9,13.1598513,SEDG
2/2/2018 16:00,34.58,2.69,209.9,12.85501859,SEDG
2/5/2018 16:00,34.8,2.69,209.9,12.93680297,SEDG
2/6/2018 16:00,34.5,2.69,209.9,12.82527881,SEDG
2/7/2018 16:00,33.67,2.69,209.9,12.51672862,SEDG
2/8/2018 16:00,32.25,2.69,209.9,11.98884758,SEDG
2/9/2018 16:00,32.2,2.69,209.9,11.97026022,SEDG
2/12/2018 16:00,34.5,2.69,209.9,12.82527881,SEDG
2/13/2018 16:00,36,2.69,209.9,13.38289963,SEDG
2/14/2018 16:00,36.9,2.69,209.9,13.71747212,SEDG
2/15/2018 16:00,45.85,2.69,209.9,17.04460967,SEDG
2/16/2018 16:00,46,2.69,209.9,17.10037175,SEDG
2/20/2018 16:00,47.45,2.69,209.9,17.6394052,SEDG
2/21/2018 16:00,47.8,2.69,209.9,17.76951673,SEDG
2/22/2018 16:00,48.35,2.69,209.9,17.9739777,SEDG
2/23/2018 16:00,50,2.69,209.9,18.58736059,SEDG
2/26/2018 16:00,50.9,2.69,209.9,18.92193309,SEDG
