date,close,eps,revenue,symbol
1/2/2018 16:00,7006.9,,,NASDAQ
1/3/2018 16:00,7065.53,,,NASDAQ
1/4/2018 16:00,7077.92,,,NASDAQ
1/5/2018 16:00,7136.56,,,NASDAQ
1/8/2018 16:00,7157.39,,,NASDAQ
1/9/2018 16:00,7163.58,,,NASDAQ
1/10/2018 16:00,7153.57,,,NASDAQ
1/11/2018 16:00,7211.78,,,NASDAQ
1/12/2018 16:00,7261.06,,,NASDAQ
1/16/2018 16:00,7223.69,,,NASDAQ
1/17/2018 16:00,7298.28,,,NASDAQ
1/18/2018 16:00,7296.05,,,NASDAQ
1/19/2018 16:00,7336.38,,,NASDAQ
1/22/2018 16:00,7408.03,,,NASDAQ
1/23/2018 16:00,7460.29,,,NASDAQ
1/24/2018 16:00,7415.06,,,NASDAQ
1/25/2018 16:00,7411.16,,,NASDAQ
1/26/2018 16:00,7505.77,,,NASDAQ
1/29/2018 16:00,7466.51,,,NASDAQ
1/30/2018 16:00,7402.48,,,NASDAQ
1/31/2018 16:00,7411.48,,,NASDAQ
2/1/2018 16:00,7385.86,,,NASDAQ
2/2/2018 16:00,7240.95,,,NASDAQ
2/5/2018 16:00,6967.53,,,NASDAQ
2/6/2018 16:00,7115.88,,,NASDAQ
2/7/2018 16:00,7051.98,,,NASDAQ
2/8/2018 16:00,6777.16,,,NASDAQ
2/9/2018 16:00,6874.49,,,NASDAQ
2/12/2018 16:00,6981.96,,,NASDAQ
2/13/2018 16:00,7013.51,,,NASDAQ
2/14/2018 16:00,7143.62,,,NASDAQ
2/15/2018 16:00,7256.43,,,NASDAQ
2/16/2018 16:00,7239.47,,,NASDAQ
2/20/2018 16:00,7234.31,,,NASDAQ
2/21/2018 16:00,7218.23,,,NASDAQ
2/22/2018 16:00,7210.09,,,NASDAQ
2/23/2018 16:00,7337.39,,,NASDAQ
2/26/2018 16:00,7421.46,,,NASDAQ
2/27/2018 16:00,7330.35,,,NASDAQ
2/28/2018 16:00,7273.01,,,NASDAQ
3/1/2018 16:00,7180.56,,,NASDAQ
3/2/2018 16:00,7257.87,,,NASDAQ
3/5/2018 16:00,7330.71,,,NASDAQ
3/6/2018 16:00,7372.01,,,NASDAQ
3/7/2018 16:00,7396.65,,,NASDAQ
3/8/2018 16:00,7427.95,,,NASDAQ
3/9/2018 16:00,7560.81,,,NASDAQ
3/12/2018 16:00,7588.33,,,NASDAQ
3/13/2018 16:00,7511.01,,,NASDAQ
3/14/2018 16:00,7496.81,,,NASDAQ
3/15/2018 16:00,7481.74,,,NASDAQ
3/16/2018 16:00,7481.99,,,NASDAQ
3/19/2018 16:00,7344.24,,,NASDAQ
3/20/2018 16:00,7364.3,,,NASDAQ
3/21/2018 16:00,7345.29,,,NASDAQ
3/22/2018 16:00,7166.68,,,NASDAQ
3/23/2018 16:00,6992.67,,,NASDAQ
3/26/2018 16:00,7220.54,,,NASDAQ
3/27/2018 16:00,7008.81,,,NASDAQ
3/28/2018 16:00,6949.23,,,NASDAQ
3/29/2018 16:00,7063.45,,,NASDAQ
4/2/2018 16:00,6870.12,,,NASDAQ
4/3/2018 16:00,6941.28,,,NASDAQ
4/4/2018 16:00,7042.11,,,NASDAQ
4/5/2018 16:00,7076.55,,,NASDAQ
4/6/2018 16:00,6915.11,,,NASDAQ
4/9/2018 16:00,6950.34,,,NASDAQ
4/10/2018 16:00,7094.3,,,NASDAQ
4/11/2018 16:00,7069.03,,,NASDAQ
4/12/2018 16:00,7140.25,,,NASDAQ
4/13/2018 16:00,7106.65,,,NASDAQ
4/16/2018 16:00,7156.29,,,NASDAQ
4/17/2018 16:00,7281.1,,,NASDAQ
4/18/2018 16:00,7295.24,,,NASDAQ
4/19/2018 16:00,7238.06,,,NASDAQ
4/20/2018 16:00,7146.13,,,NASDAQ
4/23/2018 16:00,7128.6,,,NASDAQ
4/24/2018 16:00,7007.35,,,NASDAQ
4/25/2018 16:00,7003.74,,,NASDAQ
4/26/2018 16:00,7118.68,,,NASDAQ
4/27/2018 16:00,7119.8,,,NASDAQ
4/30/2018 16:00,7066.27,,,NASDAQ
5/1/2018 16:00,7130.7,,,NASDAQ
5/2/2018 16:00,7100.9,,,NASDAQ
5/3/2018 16:00,7088.15,,,NASDAQ
5/4/2018 16:00,7209.62,,,NASDAQ
5/7/2018 16:00,7265.21,,,NASDAQ
5/8/2018 16:00,7266.9,,,NASDAQ
5/9/2018 16:00,7339.91,,,NASDAQ
5/10/2018 16:00,7404.98,,,NASDAQ
5/11/2018 16:00,7402.88,,,NASDAQ
5/14/2018 16:00,7411.32,,,NASDAQ
5/15/2018 16:00,7351.63,,,NASDAQ
5/16/2018 16:00,7398.3,,,NASDAQ
5/17/2018 16:00,7382.47,,,NASDAQ
5/18/2018 16:00,7354.34,,,NASDAQ
5/21/2018 16:00,7394.04,,,NASDAQ
5/22/2018 16:00,7378.46,,,NASDAQ
5/23/2018 16:00,7425.96,,,NASDAQ
5/24/2018 16:00,7424.43,,,NASDAQ
5/25/2018 16:00,7433.85,,,NASDAQ
5/29/2018 16:00,7396.59,,,NASDAQ
5/30/2018 16:00,7462.45,,,NASDAQ
5/31/2018 16:00,7442.12,,,NASDAQ
6/1/2018 16:00,7554.33,,,NASDAQ
6/4/2018 16:00,7606.46,,,NASDAQ
6/5/2018 16:00,7637.86,,,NASDAQ
6/6/2018 16:00,7689.24,,,NASDAQ
6/7/2018 16:00,7635.07,,,NASDAQ
6/8/2018 16:00,7645.51,,,NASDAQ
6/11/2018 16:00,7659.93,,,NASDAQ
6/12/2018 16:00,7703.79,,,NASDAQ
6/13/2018 16:00,7695.7,,,NASDAQ
6/14/2018 16:00,7761.04,,,NASDAQ
6/15/2018 16:00,7746.38,,,NASDAQ
6/18/2018 16:00,7747.03,,,NASDAQ
6/19/2018 16:00,7725.59,,,NASDAQ
6/20/2018 16:00,7781.52,,,NASDAQ
6/21/2018 16:00,7712.95,,,NASDAQ
6/22/2018 16:00,7692.82,,,NASDAQ
6/25/2018 16:00,7532.01,,,NASDAQ
6/26/2018 16:00,7561.63,,,NASDAQ
6/27/2018 16:00,7445.09,,,NASDAQ
6/28/2018 16:00,7503.68,,,NASDAQ
6/29/2018 16:00,7510.3,,,NASDAQ
7/2/2018 16:00,7567.69,,,NASDAQ
7/3/2018 13:00,7502.67,,,NASDAQ
7/5/2018 16:00,7586.43,,,NASDAQ
