date,close,eps,revenue,symbol
1/2/2018 16:00,2695.81,,,SP500
1/3/2018 16:00,2713.06,,,SP500
1/4/2018 16:00,2723.99,,,SP500
1/5/2018 16:00,2743.15,,,SP500
1/8/2018 16:00,2747.71,,,SP500
1/9/2018 16:00,2751.29,,,SP500
1/10/2018 16:00,2748.23,,,SP500
1/11/2018 16:00,2767.56,,,SP500
1/12/2018 16:00,2786.24,,,SP500
1/16/2018 16:00,2776.42,,,SP500
1/17/2018 16:00,2802.56,,,SP500
1/18/2018 16:00,2798.03,,,SP500
1/19/2018 16:00,2810.3,,,SP500
1/22/2018 16:00,2832.97,,,SP500
1/23/2018 16:00,2839.13,,,SP500
1/24/2018 16:00,2837.54,,,SP500
1/25/2018 16:00,2839.25,,,SP500
1/26/2018 16:00,2872.87,,,SP500
1/29/2018 16:00,2853.53,,,SP500
1/30/2018 16:00,2822.43,,,SP500
1/31/2018 16:00,2823.81,,,SP500
2/1/2018 16:00,2821.98,,,SP500
2/2/2018 16:00,2762.13,,,SP500
2/5/2018 16:00,2648.94,,,SP500
2/6/2018 16:00,2695.14,,,SP500
2/7/2018 16:00,2681.66,,,SP500
2/8/2018 16:00,2581,,,SP500
2/9/2018 16:00,2619.55,,,SP500
2/12/2018 16:00,2656,,,SP500
2/13/2018 16:00,2662.94,,,SP500
2/14/2018 16:00,2698.63,,,SP500
2/15/2018 16:00,2731.2,,,SP500
2/16/2018 16:00,2732.22,,,SP500
2/20/2018 16:00,2716.26,,,SP500
2/21/2018 16:00,2701.33,,,SP500
2/22/2018 16:00,2703.96,,,SP500
2/23/2018 16:00,2747.3,,,SP500
2/26/2018 16:00,2779.6,,,SP500
2/27/2018 16:00,2744.28,,,SP500
2/28/2018 16:00,2713.83,,,SP500
3/1/2018 16:00,2677.67,,,SP500
3/2/2018 16:00,2691.25,,,SP500
3/5/2018 16:00,2720.94,,,SP500
3/6/2018 16:00,2728.12,,,SP500
3/7/2018 16:00,2726.8,,,SP500
3/8/2018 16:00,2738.97,,,SP500
3/9/2018 16:00,2786.57,,,SP500
3/12/2018 16:00,2783.02,,,SP500
3/13/2018 16:00,2765.31,,,SP500
3/14/2018 16:00,2749.48,,,SP500
3/15/2018 16:00,2747.33,,,SP500
3/16/2018 16:00,2752.01,,,SP500
3/19/2018 16:00,2712.92,,,SP500
3/20/2018 16:00,2716.94,,,SP500
3/21/2018 16:00,2711.93,,,SP500
3/22/2018 16:00,2643.69,,,SP500
3/23/2018 16:00,2588.26,,,SP500
3/26/2018 16:00,2658.55,,,SP500
3/27/2018 16:00,2612.62,,,SP500
3/28/2018 16:00,2605,,,SP500
3/29/2018 16:00,2640.87,,,SP500
4/2/2018 16:00,2581.88,,,SP500
4/3/2018 16:00,2614.45,,,SP500
4/4/2018 16:00,2644.69,,,SP500
4/5/2018 16:00,2662.84,,,SP500
4/6/2018 16:00,2604.47,,,SP500
4/9/2018 16:00,2613.16,,,SP500
4/10/2018 16:00,2656.87,,,SP500
4/11/2018 16:00,2642.19,,,SP500
4/12/2018 16:00,2663.99,,,SP500
4/13/2018 16:00,2656.3,,,SP500
4/16/2018 16:00,2677.84,,,SP500
4/17/2018 16:00,2706.39,,,SP500
4/18/2018 16:00,2708.64,,,SP500
4/19/2018 16:00,2693.13,,,SP500
4/20/2018 16:00,2670.14,,,SP500
4/23/2018 16:00,2670.29,,,SP500
4/24/2018 16:00,2634.56,,,SP500
4/25/2018 16:00,2639.4,,,SP500
4/26/2018 16:00,2666.94,,,SP500
4/27/2018 16:00,2669.91,,,SP500
4/30/2018 16:00,2648.05,,,SP500
5/1/2018 16:00,2654.8,,,SP500
5/2/2018 16:00,2635.67,,,SP500
5/3/2018 16:00,2629.73,,,SP500
5/4/2018 16:00,2663.42,,,SP500
5/7/2018 16:00,2672.63,,,SP500
5/8/2018 16:00,2671.92,,,SP500
5/9/2018 16:00,2697.79,,,SP500
5/10/2018 16:00,2723.07,,,SP500
5/11/2018 16:00,2727.72,,,SP500
5/14/2018 16:00,2730.13,,,SP500
5/15/2018 16:00,2711.45,,,SP500
5/16/2018 16:00,2722.46,,,SP500
5/17/2018 16:00,2720.13,,,SP500
5/18/2018 16:00,2712.97,,,SP500
5/21/2018 16:00,2733.01,,,SP500
5/22/2018 16:00,2724.44,,,SP500
5/23/2018 16:00,2733.29,,,SP500
5/24/2018 16:00,2727.76,,,SP500
5/25/2018 16:00,2721.33,,,SP500
5/29/2018 16:00,2689.86,,,SP500
5/30/2018 16:00,2724.01,,,SP500
5/31/2018 16:00,2705.27,,,SP500
6/1/2018 16:00,2734.62,,,SP500
6/4/2018 16:00,2746.87,,,SP500
6/5/2018 16:00,2748.8,,,SP500
6/6/2018 16:00,2772.35,,,SP500
6/7/2018 16:00,2770.37,,,SP500
6/8/2018 16:00,2779.03,,,SP500
6/11/2018 16:00,2782,,,SP500
