date,close,eps,revenue,pe,symbol
1/2/2018 16:00,127.58,7.74,36000,16.48320413,CVX
1/3/2018 16:00,128.51,7.74,36000,16.60335917,CVX
1/4/2018 16:00,128.11,7.74,36000,16.55167959,CVX
1/5/2018 16:00,127.9,7.74,36000,16.5245478,CVX
1/8/2018 16:00,128.53,7.74,36000,16.60594315,CVX
1/9/2018 16:00,127.84,7.74,36000,16.51679587,CVX
1/10/2018 16:00,128.66,7.74,36000,16.62273902,CVX
1/11/2018 16:00,132.57,7.74,36000,17.12790698,CVX
1/12/2018 16:00,133.6,7.74,36000,17.26098191,CVX
1/16/2018 16:00,132.01,7.74,36000,17.05555556,CVX
1/17/2018 16:00,132.36,7.74,36000,17.10077519,CVX
1/18/2018 16:00,131.59,7.74,36000,17.00129199,CVX
1/19/2018 16:00,131.3,7.74,36000,16.96382429,CVX
1/22/2018 16:00,132.56,7.74,36000,17.12661499,CVX
1/23/2018 16:00,131.02,7.74,36000,16.92764858,CVX
1/24/2018 16:00,131.39,7.74,36000,16.9754522,CVX
1/25/2018 16:00,130.65,7.74,36000,16.87984496,CVX
1/26/2018 16:00,131.19,7.74,36000,16.9496124,CVX
1/29/2018 16:00,128.48,7.74,36000,16.5994832,CVX
1/30/2018 16:00,125.23,7.74,36000,16.17958656,CVX
1/31/2018 16:00,125.35,7.74,36000,16.19509044,CVX
2/1/2018 16:00,125.57,7.74,36000,16.22351421,CVX
2/2/2018 16:00,118.58,7.74,36000,15.32041344,CVX
2/5/2018 16:00,112.62,7.74,36000,14.5503876,CVX
2/6/2018 16:00,117.18,7.74,36000,15.13953488,CVX
2/7/2018 16:00,115.29,7.74,36000,14.89534884,CVX
2/8/2018 16:00,112.3,7.74,36000,14.50904393,CVX
2/9/2018 16:00,113.5,7.74,36000,14.66408269,CVX
2/12/2018 16:00,113.98,7.74,36000,14.72609819,CVX
2/13/2018 16:00,113.29,7.74,36000,14.6369509,CVX
2/14/2018 16:00,113.63,7.74,36000,14.68087855,CVX
2/15/2018 16:00,112.53,7.74,36000,14.53875969,CVX
2/16/2018 16:00,112.14,7.74,36000,14.48837209,CVX
2/20/2018 16:00,110.98,7.74,36000,14.33850129,CVX
