date,close,eps,revenue,pe,symbol
1/2/2018 16:00,85.03,4.88,68211,17.42418033,XOM
1/3/2018 16:00,86.7,4.88,68211,17.76639344,XOM
1/4/2018 16:00,86.82,4.88,68211,17.79098361,XOM
1/5/2018 16:00,86.75,4.88,68211,17.77663934,XOM
1/8/2018 16:00,87.14,4.88,68211,17.85655738,XOM
1/9/2018 16:00,86.77,4.88,68211,17.7807377,XOM
1/10/2018 16:00,86.08,4.88,68211,17.63934426,XOM
1/11/2018 16:00,86.93,4.88,68211,17.81352459,XOM
1/12/2018 16:00,87.52,4.88,68211,17.93442623,XOM
1/16/2018 16:00,86.97,4.88,68211,17.82172131,XOM
1/17/2018 16:00,88,4.88,68211,18.03278689,XOM
1/18/2018 16:00,87.43,4.88,68211,17.91598361,XOM
1/19/2018 16:00,87.15,4.88,68211,17.85860656,XOM
1/22/2018 16:00,88.25,4.88,68211,18.08401639,XOM
1/23/2018 16:00,88.3,4.88,68211,18.0942623,XOM
1/24/2018 16:00,88.53,4.88,68211,18.14139344,XOM
1/25/2018 16:00,88.37,4.88,68211,18.10860656,XOM
1/26/2018 16:00,89,4.88,68211,18.23770492,XOM
1/29/2018 16:00,88.01,4.88,68211,18.03483607,XOM
1/30/2018 16:00,86.78,4.88,68211,17.78278689,XOM
1/31/2018 16:00,87.3,4.88,68211,17.88934426,XOM
2/1/2018 16:00,89.07,4.88,68211,18.25204918,XOM
2/2/2018 16:00,84.53,4.88,68211,17.32172131,XOM
2/5/2018 16:00,79.72,4.88,68211,16.33606557,XOM
2/6/2018 16:00,78.35,4.88,68211,16.05532787,XOM
2/7/2018 16:00,76.94,4.88,68211,15.76639344,XOM
2/8/2018 16:00,76.07,4.88,68211,15.58811475,XOM
2/9/2018 16:00,75.78,4.88,68211,15.52868852,XOM
2/12/2018 16:00,76.42,4.88,68211,15.65983607,XOM
2/13/2018 16:00,76.3,4.88,68211,15.6352459,XOM
2/14/2018 16:00,76.46,4.88,68211,15.66803279,XOM
2/15/2018 16:00,76.21,4.88,68211,15.61680328,XOM
2/16/2018 16:00,76.54,4.88,68211,15.68442623,XOM
2/20/2018 16:00,75.75,4.88,68211,15.52254098,XOM
2/21/2018 16:00,74.89,4.88,68211,15.34631148,XOM
2/22/2018 16:00,75.86,4.88,68211,15.54508197,XOM
2/23/2018 16:00,77.53,4.88,68211,15.88729508,XOM
2/26/2018 16:00,78.84,4.88,68211,16.1557377,XOM
2/27/2018 16:00,77.5,4.88,68211,15.88114754,XOM
2/28/2018 16:00,75.74,4.88,68211,15.5204918,XOM
3/1/2018 16:00,75.2,4.88,68211,15.40983607,XOM
3/2/2018 16:00,75.55,4.88,68211,15.48155738,XOM
3/5/2018 16:00,76.27,4.88,68211,15.62909836,XOM
3/6/2018 16:00,76.18,4.88,68211,15.61065574,XOM
3/7/2018 16:00,74.26,4.88,68211,15.21721311,XOM
3/8/2018 16:00,74.12,4.88,68211,15.18852459,XOM
3/9/2018 16:00,74.56,4.88,68211,15.27868852,XOM
3/12/2018 16:00,75.24,4.88,68211,15.41803279,XOM
