date,close,eps,revenue,pe,symbol
1/2/2018 16:00,17.14,3.88,1420,4.417525773,CSIQ
1/3/2018 16:00,17.07,3.88,1420,4.399484536,CSIQ
1/4/2018 16:00,17.06,3.88,1420,4.396907216,CSIQ
1/5/2018 16:00,17.01,3.88,1420,4.384020619,CSIQ
1/8/2018 16:00,17.1,3.88,1420,4.407216495,CSIQ
1/9/2018 16:00,16.95,3.88,1420,4.368556701,CSIQ
1/10/2018 16:00,16.93,3.88,1420,4.363402062,CSIQ
1/11/2018 16:00,17.3,3.88,1420,4.458762887,CSIQ
1/12/2018 16:00,16.55,3.88,1420,4.265463918,CSIQ
1/16/2018 16:00,16.39,3.88,1420,4.224226804,CSIQ
1/17/2018 16:00,16.32,3.88,1420,4.206185567,CSIQ
1/18/2018 16:00,15.86,3.88,1420,4.087628866,CSIQ
1/19/2018 16:00,15.8,3.88,1420,4.072164948,CSIQ
1/22/2018 16:00,15.77,3.88,1420,4.06443299,CSIQ
1/23/2018 16:00,15.64,3.88,1420,4.030927835,CSIQ
1/24/2018 16:00,15.54,3.88,1420,4.005154639,CSIQ
1/25/2018 16:00,15.94,3.88,1420,4.108247423,CSIQ
1/26/2018 16:00,16.05,3.88,1420,4.136597938,CSIQ
1/29/2018 16:00,16.03,3.88,1420,4.131443299,CSIQ
1/30/2018 16:00,15.61,3.88,1420,4.023195876,CSIQ
1/31/2018 16:00,15.41,3.88,1420,3.971649485,CSIQ
2/1/2018 16:00,15.51,3.88,1420,3.99742268,CSIQ
2/2/2018 16:00,15.41,3.88,1420,3.971649485,CSIQ
2/5/2018 16:00,15.34,3.88,1420,3.953608247,CSIQ
2/6/2018 16:00,15.44,3.88,1420,3.979381443,CSIQ
2/7/2018 16:00,15.43,3.88,1420,3.976804124,CSIQ
2/8/2018 16:00,15.15,3.88,1420,3.904639175,CSIQ
2/9/2018 16:00,14.89,3.88,1420,3.837628866,CSIQ
2/12/2018 16:00,15.51,3.88,1420,3.99742268,CSIQ
2/13/2018 16:00,15.83,3.88,1420,4.079896907,CSIQ
2/14/2018 16:00,15.78,3.88,1420,4.067010309,CSIQ
2/15/2018 16:00,15.87,3.88,1420,4.090206186,CSIQ
2/16/2018 16:00,15.73,3.88,1420,4.054123711,CSIQ
2/20/2018 16:00,15.73,3.88,1420,4.054123711,CSIQ
2/21/2018 16:00,15.64,3.88,1420,4.030927835,CSIQ
2/22/2018 16:00,15.55,3.88,1420,4.007731959,CSIQ
2/23/2018 16:00,15.46,3.88,1420,3.984536082,CSIQ
2/26/2018 16:00,15.79,3.88,1420,4.069587629,CSIQ
2/27/2018 16:00,15.52,3.88,1420,4,CSIQ
2/28/2018 16:00,15.7,3.88,1420,4.046391753,CSIQ
3/1/2018 16:00,15.77,3.88,1420,4.06443299,CSIQ
3/2/2018 16:00,15.85,3.88,1420,4.085051546,CSIQ
3/5/2018 16:00,16.23,3.88,1420,4.182989691,CSIQ
3/6/2018 16:00,16.41,3.88,1420,4.229381443,CSIQ
3/7/2018 16:00,16.4,3.88,1420,4.226804124,CSIQ
3/8/2018 16:00,16.46,3.88,1420,4.242268041,CSIQ
3/9/2018 16:00,16.19,3.88,1420,4.172680412,CSIQ
3/12/2018 16:00,16.19,3.88,1420,4.172680412,CSIQ
3/13/2018 16:00,16.13,3.88,1420,4.157216495,CSIQ
3/14/2018 16:00,15.96,3.88,1420,4.113402062,CSIQ
3/15/2018 16:00,15.74,3.88,1420,4.056701031,CSIQ
3/16/2018 16:00,15.49,3.88,1420,3.992268041,CSIQ
3/19/2018 16:00,16.6,3.88,1420,4.278350515,CSIQ
3/20/2018 16:00,16.72,3.88,1420,4.309278351,CSIQ
3/21/2018 16:00,17.15,3.88,1420,4.420103093,CSIQ
3/22/2018 16:00,16.94,3.88,1420,4.365979381,CSIQ
3/23/2018 16:00,17.08,3.88,1420,4.402061856,CSIQ
3/26/2018 16:00,17.51,3.88,1420,4.512886598,CSIQ
3/27/2018 16:00,16.48,3.88,1420,4.24742268,CSIQ
3/28/2018 16:00,15.92,3.88,1420,4.103092784,CSIQ
3/29/2018 16:00,16.27,3.88,1420,4.193298969,CSIQ
4/2/2018 16:00,16.3,3.88,484.7,4.201030928,CSIQ
4/3/2018 16:00,15.85,3.88,484.7,4.085051546,CSIQ
4/4/2018 16:00,15.98,3.88,484.7,4.118556701,CSIQ
4/5/2018 16:00,16.31,3.88,484.7,4.203608247,CSIQ
4/6/2018 16:00,16.13,3.88,484.7,4.157216495,CSIQ
4/9/2018 16:00,16.02,3.88,484.7,4.128865979,CSIQ
4/10/2018 16:00,16.05,3.88,484.7,4.136597938,CSIQ
4/11/2018 16:00,16.13,3.88,484.7,4.157216495,CSIQ
4/12/2018 16:00,16.16,3.88,484.7,4.164948454,CSIQ
4/13/2018 16:00,16.2,3.88,484.7,4.175257732,CSIQ
4/16/2018 16:00,16.05,3.88,484.7,4.136597938,CSIQ
4/17/2018 16:00,16.14,3.88,484.7,4.159793814,CSIQ
4/18/2018 16:00,16.25,3.88,484.7,4.18814433,CSIQ
4/19/2018 16:00,16.05,3.88,484.7,4.136597938,CSIQ
4/20/2018 16:00,15.89,3.88,484.7,4.095360825,CSIQ
4/23/2018 16:00,15.53,3.88,484.7,4.00257732,CSIQ
4/24/2018 16:00,15.36,3.88,484.7,3.958762887,CSIQ
4/25/2018 16:00,15.13,3.88,484.7,3.899484536,CSIQ
4/26/2018 16:00,15.3,3.88,484.7,3.943298969,CSIQ
4/27/2018 16:00,15.9,3.88,484.7,4.097938144,CSIQ
4/30/2018 16:00,15.63,3.88,484.7,4.028350515,CSIQ
5/1/2018 16:00,15.39,3.88,484.7,3.966494845,CSIQ
5/2/2018 16:00,15.48,3.88,484.7,3.989690722,CSIQ
5/3/2018 16:00,15.14,3.88,484.7,3.902061856,CSIQ
5/4/2018 16:00,15.32,3.88,484.7,3.948453608,CSIQ
5/7/2018 16:00,15.75,3.88,484.7,4.059278351,CSIQ
5/8/2018 16:00,15.72,3.88,484.7,4.051546392,CSIQ
5/9/2018 16:00,16.26,3.88,484.7,4.190721649,CSIQ
5/10/2018 16:00,16.73,3.88,484.7,4.31185567,CSIQ
5/11/2018 16:00,16.65,3.88,484.7,4.291237113,CSIQ
5/14/2018 16:00,16.71,3.88,484.7,4.306701031,CSIQ
5/15/2018 16:00,16.79,3.88,484.7,4.327319588,CSIQ
5/16/2018 16:00,17.56,3.88,484.7,4.525773196,CSIQ
5/17/2018 16:00,17.45,3.88,484.7,4.49742268,CSIQ
5/18/2018 16:00,17.24,3.88,484.7,4.443298969,CSIQ
5/21/2018 16:00,17.73,3.88,484.7,4.569587629,CSIQ
5/22/2018 16:00,17.18,3.88,484.7,4.427835052,CSIQ
5/23/2018 16:00,16.92,3.88,484.7,4.360824742,CSIQ
5/24/2018 16:00,16.72,3.88,484.7,4.309278351,CSIQ
5/25/2018 16:00,16.68,3.88,484.7,4.298969072,CSIQ
5/29/2018 16:00,16.94,3.88,484.7,4.365979381,CSIQ
5/30/2018 16:00,16.89,3.88,484.7,4.353092784,CSIQ
5/31/2018 16:00,16.61,3.88,484.7,4.280927835,CSIQ
6/1/2018 16:00,15.69,3.88,484.7,4.043814433,CSIQ
6/4/2018 16:00,13.52,3.88,484.7,3.484536082,CSIQ
6/5/2018 16:00,13.09,3.88,484.7,3.37371134,CSIQ
6/6/2018 16:00,12.44,3.88,484.7,3.206185567,CSIQ
6/7/2018 16:00,12.24,3.88,484.7,3.154639175,CSIQ
6/8/2018 16:00,12.34,3.88,484.7,3.180412371,CSIQ
6/11/2018 16:00,12.2,3.88,484.7,3.144329897,CSIQ
6/12/2018 16:00,12.4,3.88,484.7,3.195876289,CSIQ
6/13/2018 16:00,12.37,3.88,484.7,3.18814433,CSIQ
6/14/2018 16:00,12.46,3.88,484.7,3.211340206,CSIQ
6/15/2018 16:00,11.95,3.88,484.7,3.079896907,CSIQ
6/18/2018 16:00,11.97,3.88,484.7,3.085051546,CSIQ
6/19/2018 16:00,11.87,3.88,484.7,3.059278351,CSIQ
6/20/2018 16:00,12.29,3.88,484.7,3.167525773,CSIQ
6/21/2018 16:00,12.41,3.88,484.7,3.198453608,CSIQ
6/22/2018 16:00,12.49,3.88,484.7,3.219072165,CSIQ
6/25/2018 16:00,12.39,3.88,484.7,3.193298969,CSIQ
6/26/2018 16:00,12.15,3.88,484.7,3.131443299,CSIQ
6/27/2018 16:00,11.92,3.88,484.7,3.072164948,CSIQ
6/28/2018 16:00,12.32,3.88,484.7,3.175257732,CSIQ
6/29/2018 16:00,12.24,3.88,484.7,3.154639175,CSIQ
7/2/2018 16:00,12.47,3.88,1000,3.213917526,CSIQ
7/3/2018 13:00,12.2,3.88,1000,3.144329897,CSIQ
7/5/2018 16:00,12.41,3.88,1000,3.198453608,CSIQ
7/6/2018 16:00,12.76,3.88,1000,3.288659794,CSIQ
7/9/2018 16:00,13.07,3.88,1000,3.368556701,CSIQ
7/10/2018 16:00,13.22,3.88,1000,3.407216495,CSIQ
7/11/2018 16:00,13.02,3.88,1000,3.355670103,CSIQ
7/12/2018 16:00,13.06,3.88,1000,3.365979381,CSIQ
7/13/2018 16:00,13.1,3.88,1000,3.37628866,CSIQ
7/16/2018 16:00,12.85,3.88,1000,3.31185567,CSIQ
7/17/2018 16:00,12.67,3.88,1000,3.265463918,CSIQ
7/18/2018 16:00,12.83,3.88,1000,3.306701031,CSIQ
7/19/2018 16:00,13.07,3.88,1000,3.368556701,CSIQ
7/20/2018 16:00,12.78,3.88,1000,3.293814433,CSIQ
7/23/2018 16:00,12.56,3.88,1000,3.237113402,CSIQ
7/24/2018 16:00,13.04,3.88,1000,3.360824742,CSIQ
7/25/2018 16:00,13.38,3.88,1000,3.448453608,CSIQ
7/26/2018 16:00,13.36,3.88,1000,3.443298969,CSIQ
7/27/2018 16:00,13.18,3.88,1000,3.396907216,CSIQ
7/30/2018 16:00,13.15,3.88,1000,3.389175258,CSIQ
7/31/2018 16:00,13.48,3.88,1000,3.474226804,CSIQ
8/1/2018 16:00,13.75,3.88,1000,3.543814433,CSIQ
8/2/2018 16:00,13.99,3.88,1000,3.605670103,CSIQ
8/3/2018 16:00,13.72,3.88,1000,3.536082474,CSIQ
8/6/2018 16:00,13.77,3.88,1000,3.548969072,CSIQ
8/7/2018 16:00,14.48,3.88,1000,3.731958763,CSIQ
8/8/2018 16:00,14.72,3.88,1000,3.793814433,CSIQ
8/9/2018 16:00,14.45,3.88,1000,3.724226804,CSIQ
8/10/2018 16:00,14.28,3.88,1000,3.680412371,CSIQ
8/13/2018 16:00,13.58,3.88,1000,3.5,CSIQ
8/14/2018 16:00,13.31,3.88,1000,3.430412371,CSIQ
8/15/2018 16:00,13.19,3.88,1000,3.399484536,CSIQ
8/16/2018 16:00,13.11,3.88,1000,3.378865979,CSIQ
8/17/2018 16:00,13.11,3.88,1000,3.378865979,CSIQ
8/20/2018 16:00,13.13,3.88,1000,3.384020619,CSIQ
8/21/2018 16:00,13.09,3.88,1000,3.37371134,CSIQ
8/22/2018 16:00,13.18,3.88,1000,3.396907216,CSIQ
8/23/2018 16:00,13.41,3.88,1000,3.456185567,CSIQ
8/24/2018 16:00,13.86,3.88,1000,3.572164948,CSIQ
8/27/2018 16:00,13.94,3.88,1000,3.592783505,CSIQ
8/28/2018 16:00,13.72,3.88,1000,3.536082474,CSIQ
8/29/2018 16:00,14.8,3.88,1000,3.81443299,CSIQ
8/30/2018 16:00,14.18,3.88,1000,3.654639175,CSIQ
8/31/2018 16:00,14.36,3.88,1000,3.701030928,CSIQ
9/4/2018 16:00,14.51,3.88,1000,3.739690722,CSIQ
9/5/2018 16:00,14.42,3.88,1000,3.716494845,CSIQ
9/6/2018 16:00,14.32,3.88,1000,3.690721649,CSIQ
9/7/2018 16:00,14.65,3.88,1000,3.775773196,CSIQ
9/10/2018 16:00,14.69,3.88,1000,3.786082474,CSIQ
9/11/2018 16:00,14.72,3.88,1000,3.793814433,CSIQ
9/12/2018 16:00,14.94,3.88,1000,3.850515464,CSIQ
9/13/2018 16:00,14.66,3.88,1000,3.778350515,CSIQ
9/14/2018 16:00,14.62,3.88,1000,3.768041237,CSIQ
9/17/2018 16:00,14.66,3.88,1000,3.778350515,CSIQ
9/18/2018 16:00,14.88,3.88,1000,3.835051546,CSIQ
9/19/2018 16:00,14.94,3.88,1000,3.850515464,CSIQ
9/20/2018 16:00,15.33,3.88,1000,3.951030928,CSIQ
9/21/2018 16:00,14.72,3.88,1000,3.793814433,CSIQ
9/24/2018 16:00,14.82,3.88,1000,3.819587629,CSIQ
9/25/2018 16:00,14.66,3.88,1000,3.778350515,CSIQ
9/26/2018 16:00,14.53,3.88,1000,3.744845361,CSIQ
9/27/2018 16:00,14.46,3.88,1000,3.726804124,CSIQ
9/28/2018 16:00,14.5,3.88,1000,3.737113402,CSIQ
10/1/2018 16:00,14.4,3.88,760,3.711340206,CSIQ
10/2/2018 16:00,14.45,3.88,760,3.724226804,CSIQ
10/3/2018 16:00,14.62,3.88,760,3.768041237,CSIQ
10/4/2018 16:00,14.52,3.88,760,3.742268041,CSIQ
10/5/2018 16:00,14.21,3.88,760,3.662371134,CSIQ
10/8/2018 16:00,14.25,3.88,760,3.672680412,CSIQ
10/9/2018 16:00,14.52,3.88,760,3.742268041,CSIQ
10/10/2018 16:00,14.2,3.88,760,3.659793814,CSIQ
10/11/2018 16:00,13.83,3.88,760,3.56443299,CSIQ
10/12/2018 16:00,14.27,3.88,760,3.677835052,CSIQ
10/15/2018 16:00,14.66,3.88,760,3.778350515,CSIQ
10/16/2018 16:00,15.16,3.88,760,3.907216495,CSIQ
10/17/2018 16:00,14.97,3.88,760,3.858247423,CSIQ
10/18/2018 16:00,15.02,3.88,760,3.871134021,CSIQ
10/19/2018 16:00,15.02,3.88,760,3.871134021,CSIQ
10/22/2018 16:00,13.94,3.88,760,3.592783505,CSIQ
10/23/2018 16:00,13.64,3.88,760,3.515463918,CSIQ
10/24/2018 16:00,13.1,3.88,760,3.37628866,CSIQ
10/25/2018 16:00,13.08,3.88,760,3.371134021,CSIQ
10/26/2018 16:00,13,3.88,760,3.350515464,CSIQ
10/29/2018 16:00,13.14,3.88,760,3.386597938,CSIQ
10/30/2018 16:00,13.96,3.88,760,3.597938144,CSIQ
10/31/2018 16:00,14.3,3.88,760,3.68556701,CSIQ
11/1/2018 16:00,14.53,3.88,760,3.744845361,CSIQ
11/2/2018 16:00,14.6,3.88,760,3.762886598,CSIQ
11/5/2018 16:00,14.16,3.88,760,3.649484536,CSIQ
11/6/2018 16:00,13.78,3.88,760,3.551546392,CSIQ
11/7/2018 16:00,14.61,3.88,760,3.765463918,CSIQ
11/8/2018 16:00,14.32,3.88,760,3.690721649,CSIQ
11/9/2018 16:00,14.27,3.88,760,3.677835052,CSIQ
11/12/2018 16:00,13.86,3.88,760,3.572164948,CSIQ
11/13/2018 16:00,13.4,3.88,760,3.453608247,CSIQ
11/14/2018 16:00,13.71,3.88,760,3.533505155,CSIQ
11/15/2018 16:00,15.23,3.88,760,3.925257732,CSIQ
11/16/2018 16:00,16,3.88,760,4.12371134,CSIQ
11/19/2018 16:00,16.32,3.88,760,4.206185567,CSIQ
11/20/2018 16:00,16.18,3.88,760,4.170103093,CSIQ
11/21/2018 16:00,16.5,3.88,760,4.25257732,CSIQ
11/23/2018 13:00,16.55,3.88,760,4.265463918,CSIQ
11/26/2018 16:00,16.69,3.88,760,4.301546392,CSIQ
