date,close,eps,revenue,pe,symbol
1/2/2018 16:00,70.43,1.36,567.3,51.78676471,FSLR
1/3/2018 16:00,69.8,1.36,567.3,51.32352941,FSLR
1/4/2018 16:00,69.14,1.36,567.3,50.83823529,FSLR
1/5/2018 16:00,69.17,1.36,567.3,50.86029412,FSLR
1/8/2018 16:00,69.62,1.36,567.3,51.19117647,FSLR
1/9/2018 16:00,70.02,1.36,567.3,51.48529412,FSLR
1/10/2018 16:00,69.64,1.36,567.3,51.20588235,FSLR
1/11/2018 16:00,76.27,1.36,567.3,56.08088235,FSLR
1/12/2018 16:00,73.41,1.36,567.3,53.97794118,FSLR
1/16/2018 16:00,71.22,1.36,567.3,52.36764706,FSLR
1/17/2018 16:00,72,1.36,567.3,52.94117647,FSLR
1/18/2018 16:00,71.09,1.36,567.3,52.27205882,FSLR
1/19/2018 16:00,70.03,1.36,567.3,51.49264706,FSLR
1/22/2018 16:00,68.96,1.36,567.3,50.70588235,FSLR
1/23/2018 16:00,68.48,1.36,567.3,50.35294118,FSLR
1/24/2018 16:00,68.98,1.36,567.3,50.72058824,FSLR
1/25/2018 16:00,70.44,1.36,567.3,51.79411765,FSLR
1/26/2018 16:00,70.56,1.36,567.3,51.88235294,FSLR
1/29/2018 16:00,68.35,1.36,567.3,50.25735294,FSLR
1/30/2018 16:00,67.09,1.36,567.3,49.33088235,FSLR
1/31/2018 16:00,67.17,1.36,567.3,49.38970588,FSLR
2/1/2018 16:00,67.55,1.36,567.3,49.66911765,FSLR
2/2/2018 16:00,66.44,1.36,567.3,48.85294118,FSLR
2/5/2018 16:00,63.5,1.36,567.3,46.69117647,FSLR
2/6/2018 16:00,63.48,1.36,567.3,46.67647059,FSLR
2/7/2018 16:00,62.94,1.36,567.3,46.27941176,FSLR
2/8/2018 16:00,60.69,1.36,567.3,44.625,FSLR
2/9/2018 16:00,61.22,1.36,567.3,45.01470588,FSLR
2/12/2018 16:00,62.52,1.36,567.3,45.97058824,FSLR
2/13/2018 16:00,64.22,1.36,567.3,47.22058824,FSLR
2/14/2018 16:00,65.24,1.36,567.3,47.97058824,FSLR
2/15/2018 16:00,65.82,1.36,567.3,48.39705882,FSLR
2/16/2018 16:00,65.85,1.36,567.3,48.41911765,FSLR
2/20/2018 16:00,66.58,1.36,567.3,48.95588235,FSLR
2/21/2018 16:00,66.7,1.36,567.3,49.04411765,FSLR
2/22/2018 16:00,66.28,1.36,567.3,48.73529412,FSLR
2/23/2018 16:00,61.79,1.36,567.3,45.43382353,FSLR
2/26/2018 16:00,65.1,1.36,567.3,47.86764706,FSLR
2/27/2018 16:00,63.48,1.36,567.3,46.67647059,FSLR
2/28/2018 16:00,62.85,1.36,567.3,46.21323529,FSLR
3/1/2018 16:00,62.09,1.36,567.3,45.65441176,FSLR
3/2/2018 16:00,64.33,1.36,567.3,47.30147059,FSLR
3/5/2018 16:00,66.05,1.36,567.3,48.56617647,FSLR
3/6/2018 16:00,67.45,1.36,567.3,49.59558824,FSLR
3/7/2018 16:00,67.95,1.36,567.3,49.96323529,FSLR
3/8/2018 16:00,67.69,1.36,567.3,49.77205882,FSLR
3/9/2018 16:00,67.9,1.36,567.3,49.92647059,FSLR
3/12/2018 16:00,70.05,1.36,567.3,51.50735294,FSLR
3/13/2018 16:00,69.15,1.36,567.3,50.84558824,FSLR
3/14/2018 16:00,69.52,1.36,567.3,51.11764706,FSLR
3/15/2018 16:00,68.74,1.36,567.3,50.54411765,FSLR
3/16/2018 16:00,69.87,1.36,567.3,51.375,FSLR
3/19/2018 16:00,71.26,1.36,567.3,52.39705882,FSLR
3/20/2018 16:00,73,1.36,567.3,53.67647059,FSLR
3/21/2018 16:00,73.87,1.36,567.3,54.31617647,FSLR
3/22/2018 16:00,72.09,1.36,567.3,53.00735294,FSLR
3/23/2018 16:00,70.65,1.36,567.3,51.94852941,FSLR
3/26/2018 16:00,74.02,1.36,567.3,54.42647059,FSLR
3/27/2018 16:00,71.51,1.36,567.3,52.58088235,FSLR
3/28/2018 16:00,69.32,1.36,567.3,50.97058824,FSLR
3/29/2018 16:00,70.98,1.36,567.3,52.19117647,FSLR
4/2/2018 16:00,69.39,1.36,309.3,51.02205882,FSLR
4/3/2018 16:00,69.76,1.36,309.3,51.29411765,FSLR
4/4/2018 16:00,70.19,1.36,309.3,51.61029412,FSLR
4/5/2018 16:00,71.64,1.36,309.3,52.67647059,FSLR
4/6/2018 16:00,69.7,1.36,309.3,51.25,FSLR
4/9/2018 16:00,70.85,1.36,309.3,52.09558824,FSLR
